ARIAL SDF	Fonts & Materials/ARIAL SDF		
Room/Psychiatry_Description	Cures and Diagnoses a range of Psychiatric illnesses.\nTreats ailments of the mind.		
Room/Psychiatry_Description_Long	Psychiatry can be used to diagnose and treat a range of psychiatric conditions.\nTo improve results, assign a doctor trained in higher levels of psychiatry.		
Room/Psychiatry_Name	Psychiatry		
Room/Reception_Description	Patients register here after arriving at the hospital.\nEvery journey begins somewhere...		
Room/Reception_Description_Long	Visitors check in at reception when they first arrive at the hospital. The receptionist sends patients straight to a GP's Office for diagnosis to begin.\nTo process people faster, use assistants trained in customer service.\nAdd more pods to the reception area to allow more receptionists to work there.		
Room/Reception_Name	Reception		
Room/Research_Description	Launch research projects to design new types of equipment, and become better at diagnosing and curing illnesses.\nStart a research project by selecting a research pod and choosing a project.		
Room/Research_Description_Long	To start a research project, either click on the research pod, or drop a researcher into the room. In the research screen, you can select a project from the available projects list.\nOnce a project has been started, you'll need a Doctor with a Research Qualification to carry out the work. They will contribute research to the project over time, based on their research skill.\nResearch is shared across the whole organisation, as are the discoveries we make. You can start a project in one hospital and then continue work on it in another hospital.\nTo speed up research progress, use multiple researchers, train them in higher level research qualifications, and add specialist equipment to the room.		
Room/Research_Name	Research		
Room/StaffRoom_Description	Staff relax here when on a break.\nPlace someone here to make them take a break.		
Room/StaffRoom_Description_Long	Staff will head to a Staff Room when they're on a break, looking to relax and get their energy levels up. A larger room filled with interesting items will help them become fully refreshed before their break time is over. Energised staff are more productive.\nWhen staff are working, they will want to take a break when their energy levels get low. Hospital policy allows a percentage of each staff type to take a break at one time. You can adjust these policies in the staff section of the overview screen.\nNote: You can place a member of staff in a Staff Room to make them take a break, or place them in a work room to make them work there.		
Room/StaffRoom_Name	Staff Room		
Room/Toilet_Description	People should… you know, here.\nWhere it's always toilet time.		
Room/Toilet_Description_Long	Many of humanity's greatest ideas and endeavours were dreamt up during a visit to the lavatory. In a recent survey, the toilet also topped the list of the county's favourite places to take a dump.\nMake sure to keep your toilets clean, otherwise hygiene levels can drop and spread germs to the rest of the hospital. On that topic, don't forget to install sinks and hand dryers.		
Room/Toilet_Name	Toilets		
Room/Training_Description	Teach staff new qualifications.\nStart a training course by dropping a member of staff here or selecting a lectern, picking which qualification you want to teach, then adding trainees.		
Room/Training_Description_Long	To start a training course, click on the lectern, or drop a suitable member of staff into the room. Staff will also request training when they're ready.\nIn the training screen, select the qualification you want staff to learn, assign a trainer, and select the staff you wish to send on this course. When you're ready, click the start button.\nWhen picking a trainer, you can use your own staff, choosing one of their qualifications to teach. Or you can pay extra to bring in a guest trainer.\nTo increase training speed, add extra training resources to the room, and use staff with additional training skills.		
Room/Training_Name	Training		
Room/TurtleHeadClinic_Description	Cures patients with Turtle Head.\nRestores heads to their original depth.		
Room/TurtleHeadClinic_Description_Long	This powerful machine is used to cure patients suffering with Turtle Head.\nTo improve cure rates, research and apply upgrades to the machine. Also use doctors trained in treatment.		
Room/TurtleHeadClinic_Name	Head Office		
Room/Ward_Description	Cures and Diagnoses a range of illnesses.\nLike a B&B without the breakfast.		
Room/Ward_Description_Long	Wards can be used for diagnosis, and also to treat a range of illnesses. A nurse is required to admit each patient, look after them, and discharge them when they're ready to leave.\nAdd multiple beds to a ward to deal with more than one patient at a time.\nYou can also adjust the room settings to request that more nurses work here - this is useful if you have lots of patients.\nTo improve results, use nurses trained in ward management, diagnosis and treatment.		
Room/Ward_Name	Ward		
Room/XRay_Description	High-Tech Diagnosis.\nExcellent for spotting items lost inside of people.		
Room/XRay_Description_Long	A high-tech diagnosis room. Great for diagnosing a range of illnesses, in particular fracture-based illnesses.\nTo improve results, research and apply upgrades to the X-Ray machine. Also use doctors trained in diagnostics or radiology.		
Room/XRay_Name	X-Ray		
ScriptFont	Fonts & Materials/Dancing Script/DancingScript-Regular SDF		
SerifFont	Fonts & Materials/Roboto Slab/RobotoSlab-Regular SDF		
Staff/DLC_3/Staff_RoboJanitor_Model_LitterBin	Robo-Janitor: BinBoi		
Staff/DLC_3/Staff_RoboJanitor_Model_Maintenance	Robo-Janitor: Mend-Friend		
Staff/DLC_3/Staff_RoboJanitor_Model_PlantGhosts	Robo-Janitor: Life & Death		
Staff/DLC_3/Staff_RoboJanitor_Model_ToiletVending	Robo-Janitor: In & Out		
Staff/DLC_3/Staff_RoboJanitor_Model_UpgradeFire	Robo-Janitor: Build & Repair		
Staff/DropResult_InvalidNav_CS	Invalid Navigation		
Staff/DropResult_InvalidRoomJanitor_CS	No {[STAFF]} work in {[ROOM]}		
Staff/DropResult_InvalidRoom_CS	{[STAFF]} cannot work in {[ROOM]}		
Staff/DropResult_InvalidRoom_CS_F	{[STAFF]} cannot work in {[ROOM]}		
Staff/DropResult_InvalidRoom_CS_M	{[STAFF]} cannot work in {[ROOM]}		
Staff/DropResult_ReplaceStaffWait_CS	{[JOB]}\n(wait to replace {[STAFF]})		
Staff/DropResult_ReplaceStaff_CS	{[JOB]}\n(replace {[STAFF]})		
Staff/DropResult_RequiresQualification_CS	{[QUALIFICATION]} qualification required to work in {[ROOM]}		
Staff/DropResult_StartMarketingProject_CS	Start Marketing Campaign		
Staff/DropResult_StartResearchProject_CS	Start Research Project		
Staff/DropResult_TakeBreak_CS	Take a Break		
Staff/DropResult_Training_InvalidCourse_CS	Unable to learn {[QUALIFICATION]}		
Staff/DropResult_Training_LearnQualification_CS	Learn {[QUALIFICATION]}		
Staff/DropResult_Training_Learn_CS	Learn a qualification		
Staff/DropResult_Training_MaxCapacity_CS	Room is at maximum capacity		
Staff/DropResult_Training_NoQualificationsToTeach_CS	No Qualifications to Teach		
Staff/DropResult_Training_NoSlots_CS	No Empty Training Slot		
Staff/DropResult_Training_TeachQualification_CS	Teach {[QUALIFICATION]}		
Staff/DropResult_Training_Teach_CS	Teach a qualification		
Staff/JobAction_BlockedToilet_CS	Unblock {[ITEM]}		
Staff/JobAction_BrokenMachine_CS	Repair {[ITEM]}		
Staff/JobAction_Litter_CS	Clean Up {[ITEM]}		
Staff/JobAction_MedicalWaste_CS	Clean Up {[ITEM]}		
Staff/JobAction_OutOfStock_CS	Restock {[ITEM]}		
Staff/JobAction_WiltedPlant_CS	Water {[ITEM]}		
Staff/JobDescription_BlockedToilet_CS	Unblocking {[ITEM]}		
Staff/JobDescription_BrokenMachine_CS	Repairing {[ITEM]}		
Staff/JobDescription_Litter_CS	Cleaning Up {[ITEM]}		
Staff/JobDescription_MedicalWaste_CS	Cleaning Up {[ITEM]}		
Staff/JobDescription_OutOfStock_CS	Restocking {[ITEM]}		
Staff/JobDescription_WiltedPlant_CS	Watering {[ITEM]}		
Staff/Pay_Happy_CS	Happy with Pay		
Staff/Pay_Happy_CS_F	Happy with Pay		
Staff/Pay_Happy_CS_M	Happy with Pay		
Staff/Pay_Satisfied_CS	Satisfied with Pay		
Staff/Pay_Satisfied_CS_F	Satisfied with Pay		
Staff/Pay_Satisfied_CS_M	Satisfied with Pay		
Staff/Pay_Unhappy_CS	Unhappy with Pay		
Staff/Pay_Unhappy_CS_F	Unhappy with Pay		
Staff/Pay_Unhappy_CS_M	Unhappy with Pay		
Staff/Pay_VeryHappy_CS	Very Happy with Pay		
Staff/Pay_VeryHappy_CS_F	Very Happy with Pay		
Staff/Pay_VeryHappy_CS_M	Very Happy with Pay		
Staff/Pay_VeryUnhappy_CS	Very Unhappy with Pay		
Staff/Pay_VeryUnhappy_CS_F	Very Unhappy with Pay		
Staff/Pay_VeryUnhappy_CS_M	Very Unhappy with Pay		
Staff/Rank_Benefit_DiagnosisSkill_CS	{[SKILL]} Diagnosis Skill		
Staff/Rank_Benefit_MaintenanceSkill_CS	{[SKILL]} Maintenance Skill		
Staff/Rank_Benefit_MarketingSkill_CS	{[SKILL]} Marketing Skill		
Staff/Rank_Benefit_MovementSpeed_CS	{[SPEED]} Movement Speed		
Staff/Rank_Benefit_TrainingSlot_CS	+1 Training Slot		
Staff/Rank_Benefit_TreatmentSkill_CS	{[SKILL]} Treatment Skill		
Staff/Rank_Benefit_UpgradeSkill_CS	{[SKILL]} Upgrade Skill		
