Fonts & Materials/ARIAL SDF	
"Mitton's school of medicine values two skills above all others.\nNo, not treatment and diagnosis, but training and research!\n\nDemonstrate your aptitude in both pursuits to receive joint honours, unlock all of the University's buildings and earn an extremely distinguished digital Star."	
School Project	
Test the limits of medical marketing.	
"R.E.M.I. X has generated a new <style=""AdvisorHighlight"">Timed Side Quest</style>."	
"R.E.M.I. X has generated a new Timed Side Quest.\n\nRemember, you can run marketing campaigns to attract patients with specific illnesses to the hospital."	
Timed Side Quest	
"Cure a number of patients with specific illnesses, in a given time, to complete timed ""Side Quests"" and receive monetary rewards on your way to completing the level.\n\nYou don't have to sit back and contentedly cure any old Tim, Rich or Gary that shows up, though. Instead, use the magic of marketing to curate your clientele and attract patients with specific illnesses to the hospital. Get started by launching a Pharmacy Campaign from a Marketing room.\n"	
The Ol' Lure & Cure	
cintillating	
umptuous	
woon-inducing	
avoury	
washbuckling	
econd-to-none	
mart Casual	
urf & Turf	
"ame Old, Same Old??"	
izzling	
omewhat Impressive	
ingular	
plendid	
mashing	
tatesmanlike	
taggering	
ensational	
o Very Good	
eminal	
pellbinding	
mile-worthy	
ublime	
urgical	
uperlative	
uperb	
Sandbox Mode unlocked after 1 Star on Flottering	
Fonts & Materials/Baloo/Baloo-Regular SDF	
Fonts & Materials/Baloo/Baloo-Regular	
Fonts & Materials/Baloo/Baloo-Regular SDF Shadow	
"The proposed plan is a manifold approach, including: a breadcrumb trail of dog biscuits and interesting smells leading to the hospital; an awareness campaign helping families better spot dog-like behaviour in a loved one; and, hospital branded tennis balls being left at nearby parks."	
Barking Mad Campaign	
"Local monks are contacted and asked to drone the whereabouts of the hospital off of any available bell towers. Particular attention is given to locations near derelict buildings, gloomy forests and second-hand video shops."	
Monster Mishmash Campaign	
"Branded popcorn and drink containers are sent to local cinemas to be used during showings of, and to dampen the effects of, action films with shiny skyscrapers and rom-coms with impossibly clean, high-ceiling-ed flats."	
Metropolism Campaign	
"We suspect that people with Screwball spend more time than usual at ankle-level, as they often collapse from the weight of their heads. Target them by renting out lots of reasonably priced signage opportunities close to the ground."	
Screwball Campaign	
"Commission an audio-visual advert, voiced by B. F. Yeti, to spread awareness about the early signs of facelessness."	
Blank Look Campaign	
"Pay the Two Point Squabbler to leave a series of subtle verbal clues, that when pieced together suggest the hospital contains a secret artefact-riddled dungeon, protected by a limerick telling golem and a few dozen traps."	
Wanderust Campaign	
	
Lack of Humanity Campaign	
"A campaign that spreads awareness on other planets, to let aliens know that it's never been easier to covertly integrate into Two Point County. The formats used include: smoke signals; chemical notes in water supplies; and melodic screeching."	
Lack of Humanity Campaign	
Sponsor long distance space packaging so that sickly travellers know to come to us the moment they're unboxed.	
Flat-Packed Campaign	
Pay for encrypted messaging in and around Pebberley Frog Sanctuary to alert trapped amphibious aliens to the services we provide.	
Frogborne Campaign	
Fund a series of convoluted temptations to lure sufferers to the hospital while teaching them important lessons about honesty and carpentry.	
Woodworms Campaign	
"Pay farmers to etch targeted messaging into the back of pumpkins, marrows and other field-based members of the squash family."	
Distrawed Campaign	
"A highly finessed, two-pronged approach. Step 1: have cryptic messaging woven into the code of the County's most popular software and services. Step 2: post about it on some forums. "	
Glitchy Patch Campaign	
"Rent some of those flailing, inflatable men to promote our Herb Garden treatments at local garden centres."	
Herb Garden Campaign	
"Give our reputation a massive boost with a huge TV campaign, featuring superstar actor Roderick Cushion."	
Large Campaign	
Boost our reputation by commissioning a series of pro-hospital posters around the County.	
Medium Campaign	
Give our reputation a small boost with an advert in the lonely hearts column in the Two Point Squabbler.	
Small Campaign	
An advertising campaign to bit-shame low-rez people. Sometimes you've got to be cruel to be kind.	
8-bitten Campaign	
A high pitched whistle is used to attract crazy animal people.	
Animal Magnetism Campaign	
"Clown pellets are scattered around the hospital grounds, attracting any clowns within a two mile radius. They're mostly safe, causing only 1% of clowns to dissolve."	
Clown Campaign	
An awareness pamphlet is sent to the County's art galleries to attract sufferers of Cubism.	
Cubism Campaign	
Put out a magazine ad to attract people that keep electrocuting their pets and loved ones every time they sneeze.	
Shock Horror Campaign	
"A TV advertising campaign, broadcast during a popular medical drama about doctors snogging each other."	
Grey Anatomy Campaign	
"A billboard campaign featuring large pictures of moths, which for some reason seems to attract people with light bulbs for heads. Weird."	
Lightheadedness Campaign	
Treasure is distributed around the hospital grounds in an attempt to lure any passing mummies.	
Premature Mummification Campaign	
A short documentary is released focusing on the plight of those suffering from kitchen based calamities.	
Pandemic Campaign	
"Loud rock music is played around the hospital grounds, attracting people deluded into thinking they are a rock star."	
Royal Flush Campaign	
Have a local am-dram society put on an educational mood piece explaining what DNA is to try and attract patients with genetic illnesses.	
DNA Campaign	
Advertisements are installed in the County's most accident-prone locations.	
Fracture Campaign	
A campaign centred around needles: people just love needles.	
Injection Campaign	
Start an awareness campaign for all of the wonderful new drugs our hospital is using. Should bring in more patients for the Pharmacy.	
Pharmacy Campaign	
We can pay Two Point Radio to pump out an untraceable but effective advert on their frequency whilst everyone sleeps. That should lure patients for Psychiatry.	
Psychiatry Campaign	
Campaign for more Surgery patients by paying for a series of posters depicting the advantages of having things taken out of you.	
Surgery Campaign	
Start a rumour that our Ward beds are the comfiest around. That should be enough to see a rise in the number of Ward patients.	
Ward Campaign	
Attract Turtle Head patients using an informative video explaining the science behind our patented Turbo-Plunger.	
